acct,utc_date,num_courses_visited,total_minutes_visited,lessons_completed,projects_completed
61,7/7/2015,0,0,0,0
61,7/8/2015,0,0,0,0
61,7/9/2015,0,0,0,0
61,7/10/2015,0,0,0,0
61,7/11/2015,0,0,0,0
61,7/12/2015,0,0,0,0
61,7/13/2015,0,0,0,0
61,7/14/2015,0,0,0,0
61,7/15/2015,0,0,0,0
61,7/16/2015,0,0,0,0
61,7/17/2015,0,0,0,0
61,7/18/2015,0,0,0,0
61,7/19/2015,0,0,0,0
61,7/20/2015,0,0,0,0
61,7/21/2015,0,0,0,0
61,7/22/2015,0,0,0,0
61,7/23/2015,0,0,0,0
61,7/24/2015,0,0,0,0
61,7/25/2015,0,0,0,0
61,7/27/2015,0,0,0,0
61,7/28/2015,0,0,0,0
61,7/29/2015,0,0,0,0
61,7/30/2015,0,0,0,0
61,7/31/2015,2,23.936608,0,0
61,8/1/2015,1,123.8666102,0,0
61,8/2/2015,0,0,0,0
61,8/3/2015,2,165.1543758,1,0
61,8/4/2015,2,58.2237225,0,0
61,8/5/2015,0,0,0,0
61,8/6/2015,0,0,0,0
61,8/7/2015,0,0,0,0
61,8/8/2015,1,24.92294033,0,0
61,8/9/2015,0,0,0,0
61,8/10/2015,0,0,0,0
61,8/11/2015,0,0,0,0
61,8/12/2015,0,0,0,0
61,8/13/2015,0,0,0,0
61,8/14/2015,0,0,0,0
61,8/15/2015,0,0,0,0
61,8/16/2015,0,0,0,0
61,8/17/2015,0,0,0,0
61,8/18/2015,1,3.028116333,0,0
61,8/19/2015,0,0,0,0
61,8/20/2015,0,0,0,0
61,8/21/2015,0,0,0,0
61,8/22/2015,0,0,0,0
61,8/23/2015,0,0,0,0
61,8/24/2015,0,0,0,0
61,8/25/2015,1,2.357711667,0,0
61,8/26/2015,0,0,0,0
61,8/27/2015,1,15.901294,0,0
62,12/8/2014,2,136.1281002,0,0
62,12/9/2014,0,0,0,0
62,12/10/2014,1,157.255022,1,0
62,12/11/2014,0,0,0,0
62,12/12/2014,0,0,0,0
62,12/13/2014,0,0,0,0
62,12/14/2014,0,0,0,0
62,12/15/2014,0,0,0,0
62,12/16/2014,0,0,0,0
62,12/17/2014,0,0,0,0
62,12/18/2014,0,0,0,0
62,12/19/2014,0,0,0,0
62,12/20/2014,0,0,0,0
62,12/21/2014,0,0,0,0
62,12/22/2014,0,0,0,0
62,12/23/2014,0,0,0,0
62,12/24/2014,0,0,0,0
62,12/25/2014,0,0,0,0
62,12/26/2014,0,0,0,0
62,12/27/2014,0,0,0,0
62,12/28/2014,0,0,0,0
62,12/29/2014,0,0,0,0
62,12/30/2014,0,0,0,0
62,12/31/2014,0,0,0,0
62,1/1/2015,0,0,0,0
62,1/2/2015,0,0,0,0
62,1/3/2015,0,0,0,0
62,1/4/2015,0,0,0,0
62,1/5/2015,0,0,0,0
62,1/6/2015,0,0,0,0
62,1/7/2015,1,19.40571967,0,0
62,1/8/2015,0,0,0,0
62,1/9/2015,1,153.4799218,2,0
62,1/10/2015,0,0,0,0
62,1/11/2015,0,0,0,0
62,1/12/2015,1,280.8419745,3,0
62,1/13/2015,2,146.0394077,3,0
62,1/14/2015,2,161.1041665,0,0
62,1/15/2015,0,0,0,0
62,1/16/2015,1,402.197834,4,0
62,1/17/2015,1,172.2474477,2,0
62,1/18/2015,0,0,0,0
62,1/19/2015,1,194.0915515,2,0
62,1/20/2015,3,341.8652493,3,0
62,1/21/2015,0,0,0,0
62,1/22/2015,0,0,0,0
62,1/23/2015,1,14.23429267,0,0
62,1/24/2015,0,0,0,0
62,1/25/2015,0,0,0,0
62,1/26/2015,0,0,0,0
62,1/27/2015,0,0,0,0
62,1/28/2015,0,0,0,0
62,1/29/2015,0,0,0,0
62,1/30/2015,1,9.5035,0,0
62,1/31/2015,0,0,0,0
62,2/1/2015,0,0,0,0
62,2/2/2015,0,0,0,0
62,2/3/2015,0,0,0,0
62,2/4/2015,0,0,0,0
62,2/5/2015,0,0,0,0
62,2/6/2015,1,77.91917017,1,0
62,2/7/2015,0,0,0,0
62,2/8/2015,0,0,0,0
62,2/9/2015,0,0,0,0
62,2/10/2015,1,103.6091518,1,0
62,2/11/2015,0,0,0,0
62,2/12/2015,0,0,0,0
62,2/13/2015,0,0,0,1
62,2/14/2015,0,0,0,0
62,2/15/2015,0,0,0,0
62,2/16/2015,1,97.66535733,2,0
62,2/17/2015,1,253.790823,2,0
62,2/18/2015,1,223.8742687,2,0
62,2/19/2015,0,0,0,0
62,2/20/2015,1,48.6390315,1,1
62,2/21/2015,0,0,0,0
62,2/22/2015,0,0,0,0
62,2/23/2015,0,0,0,0
62,2/24/2015,0,0,0,0
62,2/25/2015,0,0,0,0
62,2/26/2015,0,0,0,0
62,2/27/2015,0,0,0,0
62,2/28/2015,0,0,0,0
62,3/1/2015,0,0,0,0
62,3/2/2015,0,0,0,0
62,3/3/2015,0,0,0,0
62,3/4/2015,1,17.97083567,0,0
62,3/5/2015,0,0,0,0
62,3/6/2015,0,0,0,0
62,3/7/2015,0,0,0,0
62,3/8/2015,0,0,0,0
62,3/9/2015,0,0,0,0
62,3/10/2015,0,0,0,0
62,3/11/2015,0,0,0,0
62,3/12/2015,0,0,0,0
62,3/13/2015,0,0,0,0
62,3/14/2015,0,0,0,0
62,3/15/2015,0,0,0,0
62,3/16/2015,0,0,0,0
62,3/17/2015,0,0,0,0
62,3/18/2015,0,0,0,0
62,3/19/2015,0,0,0,0
62,3/20/2015,0,0,0,0
62,3/21/2015,0,0,0,0
62,3/22/2015,0,0,0,0
62,3/23/2015,0,0,0,0
62,3/24/2015,0,0,0,0
62,3/25/2015,0,0,0,0
62,3/26/2015,1,2.051918833,0,0
62,3/27/2015,0,0,0,0
62,3/28/2015,0,0,0,0
62,3/29/2015,1,8.082944,0,0
62,3/30/2015,2,195.712123,2,0
62,3/31/2015,0,0,0,0
62,4/1/2015,0,0,0,0
62,4/2/2015,0,0,0,0
62,4/3/2015,0,0,0,0
62,4/4/2015,0,0,0,0
62,4/5/2015,0,0,0,0
62,4/6/2015,0,0,0,0
62,4/7/2015,0,0,0,0
62,4/8/2015,0,0,0,0
62,4/9/2015,0,0,0,0
62,4/10/2015,0,0,0,0
62,4/11/2015,0,0,0,0
62,4/12/2015,0,0,0,0
62,4/13/2015,0,0,0,0
62,4/14/2015,0,0,0,0
62,4/15/2015,0,0,0,0
62,4/16/2015,0,0,0,0
62,4/17/2015,0,0,0,0
62,4/18/2015,0,0,0,0
62,4/19/2015,0,0,0,0
62,4/20/2015,0,0,0,0
62,4/21/2015,0,0,0,0
62,4/22/2015,0,0,0,0
62,4/23/2015,0,0,0,0
62,4/24/2015,0,0,0,0
62,4/25/2015,0,0,0,0
62,4/26/2015,0,0,0,0
62,4/27/2015,0,0,0,0
62,4/28/2015,0,0,0,0
62,4/29/2015,0,0,0,0
62,4/30/2015,0,0,0,0
62,5/1/2015,0,0,0,0
62,5/2/2015,0,0,0,0
62,5/3/2015,0,0,0,0
62,5/4/2015,0,0,0,0
62,5/5/2015,0,0,0,0
62,5/6/2015,0,0,0,0
62,5/7/2015,0,0,0,0
62,5/8/2015,0,0,0,0
62,5/9/2015,0,0,0,0
62,5/10/2015,0,0,0,0
62,5/11/2015,0,0,0,0
62,5/12/2015,0,0,0,0
62,5/13/2015,0,0,0,0
62,5/14/2015,0,0,0,0
62,5/15/2015,0,0,0,0
62,5/16/2015,0,0,0,0
62,5/17/2015,0,0,0,0
62,5/18/2015,0,0,0,0
62,5/19/2015,0,0,0,0
62,5/20/2015,1,59.844611,0,0
62,5/21/2015,1,72.100769,0,0
62,5/22/2015,0,0,0,0
62,5/23/2015,0,0,0,0
62,5/24/2015,0,0,0,0
62,5/25/2015,0,0,0,0
62,5/26/2015,0,0,0,0
62,5/27/2015,0,0,0,0
62,5/28/2015,0,0,0,0
62,5/29/2015,0,0,0,0
62,5/30/2015,0,0,0,0
62,5/31/2015,0,0,0,0
62,6/1/2015,0,0,0,0
62,6/2/2015,0,0,0,0
62,6/3/2015,0,0,0,0
62,6/4/2015,0,0,0,0
62,6/5/2015,0,0,0,0
62,6/6/2015,0,0,0,0
62,6/7/2015,0,0,0,0
62,6/8/2015,0,0,0,0
62,6/9/2015,0,0,0,0
62,6/10/2015,0,0,0,0
62,6/11/2015,0,0,0,0
62,6/12/2015,0,0,0,0
62,6/13/2015,0,0,0,0
62,6/14/2015,0,0,0,0
62,6/15/2015,0,0,0,0
62,6/16/2015,0,0,0,0
62,6/17/2015,0,0,0,0
62,6/18/2015,0,0,0,0
62,6/19/2015,0,0,0,0
62,6/20/2015,0,0,0,0
62,6/21/2015,0,0,0,0
62,6/22/2015,0,0,0,0
62,6/23/2015,0,0,0,0
62,6/24/2015,0,0,0,0
62,6/25/2015,0,0,0,0
62,6/26/2015,0,0,0,0
62,6/27/2015,0,0,0,0
62,6/28/2015,0,0,0,0
62,6/29/2015,0,0,0,0
62,6/30/2015,0,0,0,0
62,7/1/2015,0,0,0,0
62,7/2/2015,0,0,0,0
62,7/3/2015,0,0,0,0
62,7/4/2015,0,0,0,0
62,7/5/2015,0,0,0,0
62,7/6/2015,0,0,0,0
62,7/7/2015,0,0,0,0
62,7/8/2015,0,0,0,0
62,7/9/2015,0,0,0,0
62,7/10/2015,0,0,0,0
62,7/11/2015,0,0,0,0
62,7/12/2015,0,0,0,0
62,7/13/2015,0,0,0,0
62,7/14/2015,0,0,0,0
63,5/28/2015,1,47.09260433,1,0
63,5/29/2015,2,190.7970717,1,0
63,5/30/2015,0,0,0,0
63,5/31/2015,1,71.83324167,1,0
63,6/1/2015,2,130.0573032,2,0
63,6/2/2015,0,0,0,0
63,6/3/2015,1,25.8021125,0,0
63,6/4/2015,1,270.3274558,3,0
63,6/5/2015,2,176.0165043,1,0
63,6/6/2015,2,44.70012083,0,0
63,6/7/2015,0,0,0,0
63,6/8/2015,0,0,0,0
63,6/9/2015,0,0,0,0
63,6/10/2015,0,0,0,0
63,6/11/2015,0,0,0,0
63,6/12/2015,0,0,0,0
63,6/13/2015,0,0,0,0
63,6/14/2015,2,78.050968,1,0
63,6/15/2015,0,0,0,0
63,6/16/2015,0,0,0,0
63,6/17/2015,0,0,0,0
63,6/18/2015,0,0,0,0
63,6/19/2015,1,51.38277,0,0
63,6/20/2015,0,0,0,0
63,6/21/2015,0,0,0,0
63,6/22/2015,1,84.9564775,1,0
63,6/23/2015,2,227.1634885,2,0
63,6/24/2015,1,75.706416,1,0
63,6/25/2015,0,0,0,0
63,6/26/2015,0,0,0,0
63,6/27/2015,0,0,0,0
63,6/28/2015,0,0,0,0
63,6/29/2015,1,133.8163352,2,0
63,6/30/2015,0,0,0,0
63,7/1/2015,1,49.34138467,0,0
63,7/2/2015,2,206.4374278,3,0
63,7/3/2015,1,86.8486555,0,0
63,7/4/2015,0,0,1,0
63,7/5/2015,0,0,0,0
63,7/6/2015,1,32.35127983,1,0
63,7/7/2015,1,142.0525975,1,0
63,7/8/2015,1,3.328051,0,0
63,7/9/2015,4,259.4204187,0,0
63,7/10/2015,2,307.2988143,4,0
63,7/11/2015,0,0,0,0
63,7/12/2015,0,0,0,0
63,7/13/2015,0,0,0,0
63,7/14/2015,0,0,0,0
63,7/15/2015,0,0,0,0
63,7/16/2015,1,94.32367767,0,0
63,7/17/2015,0,0,0,0
63,7/18/2015,0,0,0,0
63,7/19/2015,0,0,0,0
63,7/20/2015,0,0,0,0
63,7/21/2015,0,0,0,0
63,7/22/2015,0,0,0,0
63,7/23/2015,1,159.2559705,1,0
63,7/24/2015,0,0,0,0
63,7/25/2015,0,0,0,0
63,7/27/2015,1,46.2262285,1,0
63,7/28/2015,0,0,0,0
63,7/29/2015,0,0,0,0
63,7/30/2015,0,0,0,0
63,7/31/2015,0,0,0,0
63,8/1/2015,0,0,0,0
63,8/2/2015,0,0,0,0
63,8/3/2015,0,0,0,0
63,8/4/2015,1,39.04363167,0,0
63,8/5/2015,0,0,0,0
63,8/6/2015,1,19.70409967,0,0
63,8/7/2015,1,46.70341567,0,0
63,8/8/2015,0,0,0,0
63,8/9/2015,1,56.7110995,1,0
63,8/10/2015,1,26.685946,0,0
63,8/11/2015,2,79.525767,1,0
63,8/12/2015,0,0,0,0
63,8/13/2015,2,14.78495733,0,0
63,8/14/2015,0,0,0,0
63,8/15/2015,0,0,0,0
63,8/16/2015,0,0,0,0
63,8/17/2015,0,0,0,0
63,8/18/2015,0,0,0,0
63,8/19/2015,0,0,0,0
63,8/20/2015,0,0,0,0
63,8/21/2015,0,0,0,0
63,8/22/2015,0,0,0,0
63,8/23/2015,0,0,0,0
63,8/24/2015,0,0,0,0
63,8/25/2015,0,0,0,0
63,8/26/2015,0,0,0,0
63,8/27/2015,0,0,0,0
64,12/6/2014,2,27.29176333,0,0
64,12/7/2014,1,135.03497,3,0
64,12/8/2014,0,0,0,0
64,12/9/2014,1,109.9923932,2,0
64,12/10/2014,0,0,0,0
64,12/11/2014,0,0,0,0
64,12/12/2014,1,74.18390033,1,0
64,12/13/2014,2,243.078919,3,0
64,12/14/2014,0,0,0,0
64,12/15/2014,0,0,0,0
64,12/16/2014,0,0,0,0
64,12/17/2014,0,0,0,0
64,12/18/2014,2,54.47838417,0,0
64,12/19/2014,1,2.432866667,0,0
64,12/20/2014,0,0,0,0
64,12/21/2014,0,0,0,0
64,12/22/2014,0,0,0,0
64,12/23/2014,1,229.837293,4,0
64,12/24/2014,0,0,0,0
64,12/25/2014,0,0,0,0
64,12/26/2014,0,0,0,0
64,12/27/2014,0,0,0,0
64,12/28/2014,0,0,0,0
64,12/29/2014,0,0,0,0
64,12/30/2014,0,0,0,0
64,12/31/2014,0,0,0,1
64,1/1/2015,0,0,0,0
64,1/2/2015,0,0,0,0
64,1/3/2015,0,0,0,0
64,1/4/2015,0,0,0,0
64,1/5/2015,0,0,0,0
64,1/6/2015,0,0,0,0
64,1/7/2015,0,0,0,0
64,1/8/2015,0,0,0,0
64,1/9/2015,0,0,0,0
64,1/10/2015,0,0,0,0
64,1/11/2015,1,213.915721,3,0
64,1/12/2015,0,0,0,0
64,1/13/2015,0,0,0,0
64,1/14/2015,0,0,0,0
64,1/15/2015,0,0,0,0
64,1/16/2015,0,0,0,0
64,1/17/2015,0,0,0,0
64,1/18/2015,0,0,0,0
64,1/19/2015,0,0,0,0
64,1/20/2015,0,0,0,0
64,1/21/2015,0,0,0,0
64,1/22/2015,0,0,0,0
64,1/23/2015,0,0,0,0
64,1/24/2015,0,0,0,0
64,1/25/2015,0,0,0,0
64,1/26/2015,0,0,0,0
64,1/27/2015,0,0,0,0
64,1/28/2015,0,0,0,0
64,1/29/2015,0,0,0,0
64,1/30/2015,0,0,0,0
64,1/31/2015,0,0,0,0
64,2/1/2015,0,0,0,0
64,2/2/2015,0,0,0,0
64,2/3/2015,0,0,0,0
64,2/4/2015,0,0,0,0
64,2/5/2015,0,0,0,0
64,2/6/2015,0,0,0,0
64,2/7/2015,0,0,0,0
64,2/8/2015,0,0,0,0
64,2/9/2015,0,0,0,0
64,2/10/2015,0,0,0,0
64,2/11/2015,0,0,0,0
64,2/12/2015,0,0,0,0
64,2/13/2015,0,0,0,0
64,2/14/2015,0,0,0,0
64,2/15/2015,0,0,0,0
64,2/16/2015,0,0,0,0
64,2/17/2015,0,0,0,0
64,2/18/2015,0,0,0,0
64,2/19/2015,0,0,0,0
64,2/20/2015,0,0,0,0
64,2/21/2015,0,0,0,0
64,2/22/2015,0,0,0,0
64,2/23/2015,0,0,0,0
64,2/24/2015,0,0,0,0
64,2/25/2015,0,0,0,0
64,2/26/2015,0,0,0,0
64,2/27/2015,0,0,0,0
64,2/28/2015,0,0,0,0
64,3/1/2015,0,0,0,0
64,3/2/2015,1,158.6966257,1,0
64,3/3/2015,0,0,0,0
64,3/4/2015,0,0,0,0
64,3/5/2015,0,0,0,0
64,3/6/2015,0,0,0,0
64,3/7/2015,0,0,0,0
64,3/8/2015,0,0,0,0
64,3/9/2015,0,0,0,0
64,3/10/2015,0,0,0,0
64,3/11/2015,0,0,0,0
64,3/12/2015,0,0,0,0
64,3/13/2015,0,0,0,0
64,3/14/2015,0,0,0,0
64,3/15/2015,0,0,0,0
64,3/16/2015,0,0,0,0
64,3/17/2015,0,0,0,0
64,3/18/2015,0,0,0,0
64,3/19/2015,0,0,0,0
64,3/20/2015,0,0,0,0
64,3/21/2015,0,0,0,0
64,3/22/2015,0,0,0,0
64,3/23/2015,0,0,0,0
64,3/24/2015,0,0,0,0
64,3/25/2015,0,0,0,0
64,3/26/2015,0,0,0,0
64,3/27/2015,0,0,0,0
64,3/28/2015,0,0,0,0
64,3/29/2015,0,0,0,0
64,3/30/2015,0,0,0,0
64,3/31/2015,0,0,0,0
64,4/1/2015,0,0,0,0
64,4/2/2015,0,0,0,0
64,4/3/2015,0,0,0,0
64,4/4/2015,0,0,0,0
64,4/5/2015,0,0,0,0
64,4/6/2015,0,0,0,0
64,4/7/2015,0,0,0,0
64,4/8/2015,0,0,0,0
64,4/9/2015,0,0,0,0
64,4/10/2015,0,0,0,0
64,4/11/2015,0,0,0,0
64,4/12/2015,0,0,0,0
65,11/16/2014,2,42.91117933,0,0
65,11/17/2014,2,196.3111227,1,0
65,11/18/2014,1,3.7023275,0,0
65,11/19/2014,1,74.32165867,1,0
65,11/20/2014,1,101.0792958,1,0
65,11/21/2014,1,3.948076,0,0
65,11/22/2014,0,0,0,0
65,11/23/2014,0,0,0,0
65,11/24/2014,0,0,0,0
65,11/25/2014,0,0,0,0
65,11/26/2014,0,0,0,0
65,11/27/2014,0,0,0,0
65,11/28/2014,0,0,0,0
65,11/29/2014,0,0,0,0
65,11/30/2014,0,0,0,0
65,12/1/2014,2,34.96372067,0,0
65,12/2/2014,0,0,0,0
65,12/3/2014,0,0,0,0
65,12/4/2014,0,0,0,0
65,12/5/2014,0,0,0,0
65,12/6/2014,0,0,0,0
65,12/7/2014,0,0,0,0
65,12/8/2014,0,0,0,0
65,12/9/2014,0,0,0,0
65,12/10/2014,0,0,0,0
65,12/11/2014,0,0,0,0
65,12/12/2014,1,5.007227333,0,0
65,12/13/2014,0,0,0,0
65,12/14/2014,0,0,0,0
65,12/15/2014,0,0,0,0
65,12/16/2014,0,0,0,0
65,12/17/2014,0,0,0,0
65,12/18/2014,0,0,0,0
65,12/19/2014,0,0,0,0
65,12/20/2014,0,0,0,0
65,12/21/2014,0,0,0,0
65,12/22/2014,1,113.223742,0,0
65,12/23/2014,2,237.2586517,2,0
65,12/24/2014,0,0,0,0
65,12/25/2014,2,18.08290767,0,0
65,12/26/2014,1,14.59258633,0,0
65,12/27/2014,1,222.6181993,2,0
65,12/28/2014,0,0,0,0
65,12/29/2014,3,125.9428927,0,0
65,12/30/2014,2,211.0355023,1,0
65,12/31/2014,1,25.31294367,0,0
65,1/1/2015,0,0,0,0
65,1/2/2015,0,0,0,0
65,1/3/2015,0,0,0,0
65,1/4/2015,0,0,0,0
65,1/5/2015,0,0,0,0
65,1/6/2015,0,0,0,0
65,1/7/2015,2,201.7658417,1,0
65,1/8/2015,2,432.0243528,4,0
65,1/9/2015,1,29.89752317,0,0
65,1/10/2015,0,0,0,0
65,1/11/2015,0,0,0,0
65,1/12/2015,2,238.5060212,2,0
65,1/13/2015,0,0,0,0
65,1/14/2015,0,0,0,0
65,1/15/2015,0,0,0,0
65,1/16/2015,0,0,0,0
65,1/17/2015,0,0,0,0
65,1/18/2015,0,0,0,0
65,1/19/2015,0,0,0,0
65,1/20/2015,0,0,0,0
65,1/21/2015,0,0,0,1
65,1/22/2015,0,0,0,0
65,1/23/2015,0,0,0,0
65,1/24/2015,0,0,0,0
65,1/25/2015,0,0,0,0
65,1/26/2015,0,0,0,0
65,1/27/2015,0,0,0,0
65,1/28/2015,0,0,0,0
65,1/29/2015,0,0,0,0
65,1/30/2015,0,0,0,0
65,1/31/2015,0,0,0,0
65,2/1/2015,0,0,0,0
65,2/2/2015,0,0,0,0
65,2/3/2015,0,0,0,0
65,2/4/2015,0,0,0,0
65,2/5/2015,0,0,0,0
65,2/6/2015,0,0,0,0
65,2/7/2015,0,0,0,0
65,2/8/2015,0,0,0,0
65,2/9/2015,0,0,0,0
65,2/10/2015,0,0,0,0
65,2/11/2015,0,0,0,0
65,2/12/2015,0,0,0,0
65,2/13/2015,0,0,0,0
65,2/14/2015,0,0,0,0
65,2/15/2015,0,0,0,0
65,2/16/2015,0,0,0,0
65,2/17/2015,0,0,0,0
65,2/18/2015,0,0,0,0
65,2/19/2015,0,0,0,0
65,2/20/2015,0,0,0,0
65,2/21/2015,0,0,0,0
65,2/22/2015,0,0,0,0
66,1/7/2015,0,0,0,0
66,1/8/2015,1,6.959692833,0,0
66,1/9/2015,0,0,0,0
66,1/10/2015,0,0,0,0
66,1/11/2015,0,0,0,0
66,1/12/2015,0,0,0,0
66,1/13/2015,0,0,0,0
66,1/14/2015,0,0,0,0
66,1/15/2015,0,0,0,0
66,1/16/2015,0,0,0,0
66,1/17/2015,0,0,0,0
66,1/18/2015,1,36.34232633,0,0
66,1/19/2015,0,0,0,0
66,1/20/2015,1,2.2018875,0,0
66,1/21/2015,1,20.08116,0,0
66,1/22/2015,1,35.96304833,0,0
66,1/23/2015,0,0,0,0
66,1/24/2015,0,0,0,0
66,1/25/2015,1,68.61739983,0,0
66,1/26/2015,0,0,0,0
66,1/27/2015,1,46.78419817,1,0
66,1/28/2015,1,189.3847768,1,0
66,1/29/2015,1,180.14404,0,0
66,1/30/2015,1,38.42199533,1,0
66,1/31/2015,1,65.30982417,0,0
66,2/1/2015,1,29.69233067,0,0
66,2/2/2015,1,40.13624633,1,0
66,2/3/2015,1,43.20660567,0,0
66,2/4/2015,1,67.42328983,0,0
66,2/5/2015,0,0,0,0
66,2/6/2015,0,0,0,0
66,2/7/2015,0,0,0,0
66,2/8/2015,0,0,0,0
66,2/9/2015,0,0,0,0
66,2/10/2015,1,48.248139,1,0
66,2/11/2015,0,0,0,0
66,2/12/2015,0,0,0,0
66,2/13/2015,0,0,0,0
66,2/14/2015,1,287.9039178,1,0
66,2/15/2015,1,216.716924,1,0
66,2/16/2015,1,38.78378817,1,0
66,2/17/2015,0,0,0,0
66,2/18/2015,0,0,0,0
66,2/19/2015,0,0,0,0
66,2/20/2015,0,0,0,0
66,2/21/2015,0,0,0,0
66,2/22/2015,1,37.882238,0,0
66,2/23/2015,1,15.18228983,0,0
66,2/24/2015,0,0,0,0
66,2/25/2015,0,0,0,0
66,2/26/2015,0,0,0,0
66,2/27/2015,0,0,0,0
66,2/28/2015,0,0,0,0
66,3/1/2015,0,0,0,0
66,3/2/2015,1,101.6715727,2,0
66,3/3/2015,0,0,0,0
66,3/4/2015,1,21.230322,0,0
66,3/5/2015,0,0,0,0
66,3/6/2015,0,0,0,0
66,3/7/2015,0,0,0,0
66,3/8/2015,1,221.7105785,0,0
66,3/9/2015,0,0,0,0
66,3/10/2015,0,0,0,0
66,3/11/2015,0,0,0,0
66,3/12/2015,0,0,0,0
66,3/13/2015,0,0,0,0
66,3/14/2015,0,0,0,0
66,3/15/2015,0,0,0,0
66,3/16/2015,0,0,0,0
66,3/17/2015,0,0,0,0
66,3/18/2015,0,0,0,0
66,3/19/2015,0,0,0,0
66,3/20/2015,0,0,0,0
66,3/21/2015,0,0,0,0
66,3/22/2015,0,0,0,0
66,3/23/2015,0,0,0,0
66,3/24/2015,0,0,0,0
66,3/25/2015,1,13.648945,0,0
66,3/26/2015,0,0,0,0
66,3/27/2015,1,161.0524208,0,0
66,3/28/2015,1,82.95468217,0,0
66,3/29/2015,1,76.618886,0,0
66,3/30/2015,0,0,0,0
66,3/31/2015,1,17.14626483,0,0
66,4/1/2015,0,0,0,0
66,4/2/2015,1,29.15413433,0,0
66,4/3/2015,1,11.34577667,0,0
66,4/4/2015,1,126.4807715,1,0
66,4/5/2015,1,165.7832475,1,0
66,4/6/2015,0,0,0,0
66,4/7/2015,1,178.4539042,1,0
66,4/8/2015,0,0,0,0
66,4/9/2015,1,46.7438965,1,0
66,4/10/2015,1,139.9609043,1,0
66,4/11/2015,0,0,0,0
66,4/12/2015,0,0,0,0
66,4/13/2015,1,96.62835883,0,0
66,4/14/2015,0,0,0,0
66,4/15/2015,1,57.7397685,0,0
66,4/16/2015,0,0,0,0
66,4/17/2015,1,11.43354417,0,0
66,4/18/2015,0,0,0,0
66,4/19/2015,1,167.7274297,2,0
66,4/20/2015,0,0,0,0
66,4/21/2015,0,0,0,0
66,4/22/2015,1,138.9935962,1,0
66,4/23/2015,1,101.8475735,1,1
66,4/24/2015,0,0,0,0
66,4/25/2015,0,0,0,0
66,4/26/2015,0,0,0,0
66,4/27/2015,1,258.1806372,1,0
66,4/28/2015,2,68.318269,0,0
66,4/29/2015,1,6.504491833,0,0
66,4/30/2015,0,0,0,0
66,5/1/2015,0,0,0,0
66,5/2/2015,0,0,0,0
66,5/3/2015,0,0,0,0
66,5/4/2015,0,0,0,0
66,5/5/2015,0,0,0,0
66,5/6/2015,0,0,0,0
66,5/7/2015,1,14.33663133,0,0
66,5/8/2015,0,0,0,0
66,5/9/2015,0,0,0,0
66,5/10/2015,0,0,0,0
66,5/11/2015,1,86.40886183,0,0
66,5/12/2015,0,0,0,0
66,5/13/2015,1,76.90857883,0,0
66,5/14/2015,1,11.20503917,0,0
66,5/15/2015,1,4.1415745,0,0
66,5/16/2015,0,0,0,0
66,5/17/2015,0,0,0,0
66,5/18/2015,0,0,0,0
66,5/19/2015,1,22.17212,0,0
66,5/20/2015,0,0,0,0
66,5/21/2015,0,0,0,0
66,5/22/2015,0,0,0,0
66,5/23/2015,0,0,0,0
66,5/24/2015,0,0,0,0
66,5/25/2015,0,0,0,0
66,5/26/2015,0,0,0,0
66,5/27/2015,0,0,0,0
66,5/28/2015,0,0,0,0
66,5/29/2015,2,120.3910423,0,0
66,5/30/2015,2,5.3541535,0,0
66,5/31/2015,1,2.022102667,0,0
66,6/1/2015,0,0,0,0
66,6/2/2015,0,0,0,0
66,6/3/2015,0,0,0,0
66,6/4/2015,0,0,0,0
66,6/5/2015,0,0,0,0
66,6/6/2015,0,0,0,0
66,6/7/2015,0,0,0,0
66,6/8/2015,0,0,0,0
66,6/9/2015,0,0,0,0
66,6/10/2015,0,0,0,0
66,6/11/2015,0,0,0,0
66,6/12/2015,0,0,0,0
66,6/13/2015,0,0,0,0
66,6/14/2015,0,0,0,0
66,6/15/2015,0,0,0,0
66,6/16/2015,0,0,0,0
66,6/17/2015,0,0,0,1
66,6/18/2015,0,0,0,0
66,6/19/2015,0,0,0,0
66,6/20/2015,1,16.65653183,0,0
66,6/21/2015,1,51.464053,0,0
66,6/22/2015,0,0,0,0
66,6/23/2015,0,0,0,0
66,6/24/2015,0,0,0,0
66,6/25/2015,0,0,0,0
66,6/26/2015,0,0,0,0
66,6/27/2015,0,0,0,0
66,6/28/2015,1,64.0975415,1,0
66,6/29/2015,0,0,0,0
66,6/30/2015,0,0,0,0
66,7/1/2015,1,21.96788533,0,0
66,7/2/2015,1,52.98657033,1,0
66,7/3/2015,0,0,0,0
66,7/4/2015,0,0,0,0
66,7/5/2015,0,0,0,0
66,7/6/2015,1,191.9494915,1,0
66,7/7/2015,0,0,0,0
66,7/8/2015,0,0,0,0
66,7/9/2015,2,192.6825833,2,0
66,7/10/2015,2,275.9845873,2,0
66,7/11/2015,0,0,0,0
66,7/12/2015,0,0,0,0
66,7/13/2015,1,38.155826,1,0
66,7/14/2015,0,0,0,0
66,7/15/2015,0,0,0,0
66,7/16/2015,0,0,0,0
66,7/17/2015,0,0,0,0
66,7/18/2015,1,102.4440285,0,0
66,7/19/2015,1,186.077931,2,0
66,7/20/2015,1,14.1796835,1,0
66,7/21/2015,0,0,0,0
66,7/22/2015,0,0,0,0
